id,domain,text,label,discourse_subtype,discourse_tree_json,unsupported_nucleus,evidence_density,contrast_density,closure_strength,weak_to_strong_inference,support_balance,defeater_presence,nucleus_pressure
dcw_0608,scientific explanation,"policy text provides evidence, while missing evidence acts as a defeater. The conclusion is limited rather than absolute.",grounded,evidence_integration,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Justification""}]}",0.395,1,0.291,0.445,0.355,0.988,0.389,0.116
dcw_0919,legal complaint,"Because observed symptoms and transaction records both support bank chargeback eligibility, and the alternative merchant liability is considered, the conclusion is cautiously accepted.",grounded,consistent_abduction,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Cause""}, {""role"": ""Nucleus"", ""relation"": ""Condition""}]}",0.021,0.706,0.501,0.359,0.195,0.779,0.481,0.282
dcw_0321,travel planning,a weak correlation is mentioned. This clearly proves permit requirement. Therefore the conclusion is certain.,hallucinated,contradiction_omission,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Omitted"", ""relation"": ""Contrast""}]}",0.693,0.396,0.089,0.894,0.94,0.228,0.144,0.749
dcw_0901,legal complaint,"witness statements suggests merchant liability, but a known confounder weakens a stronger conclusion. Therefore, the answer should remain tentative.",grounded,qualified_conclusion,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.316,0.907,0.369,0.356,0.224,0.585,0.565,0.149
dcw_0884,technical troubleshooting,"Because transaction records and transaction records both support OAuth token failure, and the alternative Nginx routing error is considered, the conclusion is cautiously accepted.",grounded,evidence_integration,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Justification""}]}",0.38,0.832,0.482,0.222,0.314,0.615,0.502,0.115
dcw_0500,legal complaint,"merchant liability is asserted as the central conclusion, while the available evidence is only a single ambiguous clue.",hallucinated,defeater_suppression,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.644,0.037,0.165,0.849,0.532,0.28,0.092,0.84
dcw_0205,legal complaint,"Although a policy exception could be relevant, it is ignored. Since an unverified assumption appears, bank chargeback eligibility must be true.",hallucinated,defeater_suppression,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.804,0.068,0.244,0.594,0.834,0.444,0.051,0.89
dcw_0707,financial reasoning,"Because policy text and prior measurements both support expense misclassification, and the alternative income stability is considered, the conclusion is cautiously accepted.",grounded,defeater_preservation,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Defeater""}]}",0.081,0.595,0.676,0.259,0.131,0.501,0.878,0.309
dcw_0269,scientific explanation,"an unverified assumption suggests a possibility, so the explanation concludes causal mechanism without considering alternatives.",hallucinated,unsupported_nucleus_promotion,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.713,0.07,0.228,0.664,0.927,0.233,0.128,0.674
dcw_0979,scientific explanation,"The claim is supported by policy text. However, causal mechanism remains possible, so the conclusion is qualified.",grounded,evidence_integration,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Justification""}]}",0.105,0.735,0.474,0.188,0.163,0.734,0.595,0.223
dcw_0758,financial reasoning,The explanation preserves the contrast between expense misclassification and income stability. The final conclusion follows only after weighing both.,grounded,contrast_preservation,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Contrast""}]}",0.103,0.601,0.273,0.077,0.235,0.464,0.822,0.31
dcw_0885,scientific explanation,The explanation preserves the contrast between measurement bias and abductive explanation. The final conclusion follows only after weighing both.,grounded,consistent_abduction,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Cause""}, {""role"": ""Nucleus"", ""relation"": ""Condition""}]}",0.2,0.643,0.416,0.26,0.359,0.864,0.75,0.232
dcw_0865,medical diagnosis,"witness statements provides evidence, while missing evidence acts as a defeater. The conclusion is limited rather than absolute.",grounded,qualified_conclusion,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.257,0.628,0.742,0.022,0.23,0.848,0.714,0.273
dcw_0405,medical diagnosis,"a superficial similarity suggests a possibility, so the explanation concludes colon cancer without considering alternatives.",hallucinated,defeater_suppression,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.644,0.441,0.149,0.893,0.556,0.01,0.059,0.744
dcw_0755,financial reasoning,"The claim is supported by transaction records. However, high-risk investment remains possible, so the conclusion is qualified.",grounded,defeater_preservation,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Defeater""}]}",0.271,0.927,0.897,0.474,0.032,0.679,0.419,0.394
dcw_0384,legal complaint,The reasoning jumps from a superficial similarity to valid small-claims escalation. No competing explanation is discussed.,hallucinated,contradiction_omission,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Omitted"", ""relation"": ""Contrast""}]}",0.687,0.316,0.105,0.886,0.512,0.25,0.27,0.943
dcw_0253,technical troubleshooting,a superficial similarity is mentioned. This clearly proves Nginx routing error. Therefore the conclusion is certain.,hallucinated,weak_evidence_amplification,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.944,0.064,0.015,0.808,0.697,0.301,0.03,0.645
dcw_0867,travel planning,"prior measurements suggests permit requirement, but missing evidence weakens a stronger conclusion. Therefore, the answer should remain tentative.",grounded,consistent_abduction,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Cause""}, {""role"": ""Nucleus"", ""relation"": ""Condition""}]}",0.305,0.928,0.398,0.031,0.308,0.463,0.668,0.384
dcw_0635,financial reasoning,"witness statements provides evidence, while an alternative explanation acts as a defeater. The conclusion is limited rather than absolute.",grounded,qualified_conclusion,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.231,0.814,0.885,0.177,0.329,0.574,0.421,0.163
dcw_0265,travel planning,The reasoning jumps from an unverified assumption to weather-related risk. No competing explanation is discussed.,hallucinated,unsupported_nucleus_promotion,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.649,0.185,0.05,0.812,0.884,0.343,0.179,0.625
dcw_0915,financial reasoning,The explanation preserves the contrast between expense misclassification and high-risk investment. The final conclusion follows only after weighing both.,grounded,qualified_conclusion,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.284,0.842,0.355,0.333,0.019,0.991,0.338,0.158
dcw_0067,legal complaint,"a single ambiguous clue suggests a possibility, so the explanation concludes bank chargeback eligibility without considering alternatives.",hallucinated,defeater_suppression,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.956,0.29,0.021,0.674,0.984,0.522,0.101,0.591
dcw_0944,legal complaint,"retrieved documents provides evidence, while an alternative explanation acts as a defeater. The conclusion is limited rather than absolute.",grounded,defeater_preservation,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Defeater""}]}",0.204,0.715,0.649,0.432,0.16,0.501,0.365,0.444
dcw_0429,medical diagnosis,"colon cancer is asserted as the central conclusion, while the available evidence is only a superficial similarity.",hallucinated,weak_evidence_amplification,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.689,0.431,0.127,0.916,0.561,0.477,0.3,0.725
dcw_0158,legal complaint,a vague symptom is mentioned. This clearly proves valid small-claims escalation. Therefore the conclusion is certain.,hallucinated,weak_evidence_amplification,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.924,0.329,0.122,0.704,0.892,0.287,0.122,0.594
dcw_0510,scientific explanation,"The claim is supported by transaction records. However, experimental artifact remains possible, so the conclusion is qualified.",grounded,defeater_preservation,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Defeater""}]}",0.215,0.713,0.295,0.525,0.39,0.521,0.384,0.238
dcw_0447,travel planning,"permit requirement is asserted as the central conclusion, while the available evidence is only a superficial similarity.",hallucinated,premature_closure,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Background""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.841,0.038,0.164,0.586,0.901,0.165,0.344,0.858
dcw_0918,consumer dispute,"Because policy text and retrieved documents both support service non-performance, and the alternative refund entitlement is considered, the conclusion is cautiously accepted.",grounded,contrast_preservation,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Contrast""}]}",0.098,0.459,0.398,0.241,0.219,0.706,0.552,0.485
dcw_0781,travel planning,"transaction records suggests permit requirement, but a policy exception weakens a stronger conclusion. Therefore, the answer should remain tentative.",grounded,contrast_preservation,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Contrast""}]}",0.309,0.465,0.82,0.519,0.055,0.971,0.267,0.477
dcw_0613,consumer dispute,"prior measurements suggests service non-performance, but a contradictory observation weakens a stronger conclusion. Therefore, the answer should remain tentative.",grounded,contrast_preservation,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Contrast""}]}",0.231,0.458,0.779,0.009,0.403,0.726,0.814,0.385
dcw_0507,legal complaint,"Because log messages and witness statements both support breach of warranty, and the alternative bank chargeback eligibility is considered, the conclusion is cautiously accepted.",grounded,defeater_preservation,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Defeater""}]}",0.09,0.684,0.739,0.42,0.311,0.615,0.632,0.312
dcw_0473,medical diagnosis,a superficial similarity is mentioned. This clearly proves gout. Therefore the conclusion is certain.,hallucinated,weak_evidence_amplification,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.834,0.347,0.108,0.84,0.822,0.047,0.334,0.794
dcw_0066,consumer dispute,The reasoning jumps from a superficial similarity to settlement eligibility. No competing explanation is discussed.,hallucinated,contradiction_omission,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Omitted"", ""relation"": ""Contrast""}]}",0.884,0.07,0.051,0.595,0.745,0.224,0.333,0.565
dcw_0080,medical diagnosis,"a weak correlation suggests a possibility, so the explanation concludes a medication side effect without considering alternatives.",hallucinated,premature_closure,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Background""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.732,0.435,0.06,0.976,0.73,0.379,0.127,0.747
dcw_0390,legal complaint,an unverified assumption is mentioned. This clearly proves bank chargeback eligibility. Therefore the conclusion is certain.,hallucinated,weak_evidence_amplification,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.635,0.01,0.281,0.926,0.76,0.185,0.203,0.845
dcw_0282,travel planning,"permit requirement is asserted as the central conclusion, while the available evidence is only a superficial similarity.",hallucinated,weak_evidence_amplification,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.935,0.088,0.28,0.882,0.736,0.005,0.148,0.611
